time,aave,bal,bat,comp,eth_a,eth_b,eth_c,gno,knc,link,lrc,mana,matic,reth,uni,wbtc_a,wbtc_b,wbtc_c,wsteth_a,wsteth_b,yfi,zrx,gusd,usdc_a,usdc_b,usdp,tusd,psm_usdc,rwa001,rwa002,rwa003,rwa004,rwa005,rwa006,rwa007,rwa008,rwa009,rwa010,rwa011,rwa012,rwa013,rwa014,rwa015
1645977600,702312,251774,83113,244083,4915170874,102602516,1347955475,0,17622,151715773,57474,69963235,91927728,0,3943974,2145473920,6099153,40137172,453519095,0,88557294,104243,1096220,227357370,461,6237219,26516059,5163413509,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1646150400,698104,265470,87931,256862,5235857688,109094176,1412914558,0,21736,159686403,60459,72573804,97443391,0,4002781,2380905412,7681693,46412454,449557250,0,91932648,108104,792186,227357370,461,6237219,26516059,5173305874,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1646323200,628627,250766,83113,244374,5037518501,107469238,1365064035,0,25136,153503799,57474,68396894,95713176,0,3788340,2109904436,7472104,45836215,445990805,0,90099359,102313,792186,227357370,461,6237219,26516059,5220178883,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1646496000,609202,233444,79500,227371,4689572868,86996776,1277262082,0,21289,147397562,56727,66047383,90810817,0,3522217,1948111773,7489249,42612683,419044623,0,83440791,94591,792186,227357370,461,6237219,26516059,5320517862,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1646668800,593496,229819,78295,218068,4591483399,83887245,1251560005,0,22452,140613813,53742,64219985,88986469,0,3393069,1932065862,8652102,42343577,413125449,0,79506975,92661,792186,227357370,461,6237219,26516059,5312621130,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1646841600,628773,242710,81909,231408,4848085545,94644141,1330695138,0,27282,148970654,55981,65525269,93288141,0,3642615,2102640953,9769143,46545755,436546288,0,83845402,100383,792186,227357370,461,6237219,26516059,5348247142,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1647014400,571038,224582,78295,211200,4522402949,88808263,1241992753,0,23168,137500350,51502,60826246,87165324,0,3391712,1928984689,9281657,42805176,407875082,0,76736384,94591,792186,227357370,461,6237219,26516059,5383702338,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1647187200,583466,219748,85522,211908,4542157925,89440035,1248622117,0,23883,137813563,52249,60826246,85941721,0,3305747,1929160772,9123028,43028103,410077226,0,76855252,94591,792186,227357370,461,6237219,26516059,5386090992,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1647360000,582194,222165,90341,213177,4545910039,87301184,1243370860,0,27193,139218977,49263,58737791,83483806,0,3321377,1936786843,9098670,40778074,386204609,0,76765547,92661,792186,227357370,461,6237219,26516059,5386520025,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1647532800,703389,231632,102386,240795,4922420097,101429618,1344303790,0,26925,151970265,52995,63697871,89622322,0,3618347,2021478056,9402311,42541733,428760987,0,79433654,98452,792186,227357370,461,6237219,26516059,5415598171,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1647705600,790480,253788,102386,257403,5246316405,108891769,1454002748,0,29787,160366820,61952,65786326,93919282,0,3844982,2094587946,10496241,46002261,454779884,0,86317641,106174,792186,227357370,461,6237219,26516059,5461159229,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1647878400,774090,243112,96363,240940,5169388021,107662261,1431737556,0,29519,156066307,60459,62653644,89622322,0,3684774,2037378831,10989790,45190657,443723016,0,84878953,104243,792186,227357370,461,6237219,26516059,5455999015,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1648051200,765429,250162,98772,241939,5332826502,114462219,1477163744,0,28535,165747524,80613,65786326,94539965,0,3954392,2115106987,10000234,48399031,458862355,0,84960132,111965,792186,227357370,461,6237219,26516059,5405811530,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1648224000,796743,256608,99977,242231,5483968915,119912508,1518706370,0,27819,165015054,79120,68396894,97612854,0,4175263,2189523774,10379582,50376793,470873297,0,87265510,110035,792186,227357370,461,6237219,26516059,5193511803,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1648396800,794150,271513,104795,239320,5607819344,126793365,1534981000,0,27819,168782043,80613,68657951,100682440,0,4234125,2218820453,10600155,58998426,481889123,0,87915153,138991,792186,227357370,461,6237219,26516059,5156068996,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1648569600,1030717,297093,106000,278599,6027438254,132437056,1654560109,0,31129,177694573,92555,70485349,103138110,0,4426406,2248814105,11917514,61434632,518906247,0,93867157,135131,792186,227357370,461,6237219,26516059,5090990836,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
